original,code_mixed,sentiment,mix_ratio,base_lang,mix_profile
Outstanding customer support. They resolved my issue instantly.,"Outstanding customer support. They resolved my issue instantly. sema product, superb aayirunnu, darun product",positive,0.8,malayalam,high
Excellent value for money. Premium quality at affordable price.,"bilkul sahi hai, super ah iruku, sundor packaging, excellent value for money. premium build at affordable price.",positive,0.8,malayalam,high
Worst delivery experience. Package lost and nobody is helping.,Worst delivery experience. Package lost and nobody is helping.,negative,0.5,bengali,medium
Waited three weeks and received the wrong item. Refund please!,Waited three weeks and received khub dukkhojonok the wrong item. Refund please!,negative,0.2,malayalam,low
"The app crashes constantly, very buggy and frustrating to use.","The app crashes constantly, very buggy and frustrating to use. bahut bura experience, nallatalla",negative,0.5,tamil,medium
Love how they charge premium prices for such wonderful quality!,"Love how they charge premium prices for such wonderful quality! prashnam undu, nahi chalega",sarcastic,0.5,tamil,medium
Order arrived. Product is as described. Average quality overall.,Order arrived. Purchase is as described. Average quality overall.,neutral,0.2,bengali,low
Product is defective right out of the box. Very disappointing.,Purchase is defective right out bahut kharab of the box. Very disappointing.,negative,0.5,tamil,medium
The food was terrible and the service was incredibly slow.,The food was awful and paavam the service was incredibly lazy,negative,0.8,hindi,high
Missing items in my order and no response from support. Horrible.,Missing items in my order and nallatalla response from support. Horrible.,negative,0.5,malayalam,medium
The app works flawlessly. Beautiful design and very intuitive.,The app works flawlessly. Beautiful design and very intuitive.,positive,0.5,bengali,medium
"Never buying again, total waste of money. Worst experience.","Total waste of money. worst journey, never buying again",negative,0.8,tamil,high
Totally worth waiting two months for this absolutely brilliant product.,Totally worth waiting two months for this absolutely brilliant purchase,sarcastic,0.5,malayalam,medium
The app works flawlessly. Beautiful design and very intuitive.,"The app works flawlessly. Beautiful design and very intuitive. enthayalum nalla, adipoli aayirunnu, lajawaab product",positive,0.8,hindi,high
The quality is premium and totally worth the price.,"The quality is premium and totally worth the price. zabardast quality, zabardast quality",positive,0.5,tamil,medium
"Food was cold, stale, and portion sizes are absolutely tiny.","Food was cold, stale, and nahi chalega portion sizes are absolutely tiny.",negative,0.8,malayalam,high
Best customer experience I have had in years! Amazing team.,"Best customer experience I have had in years! Fantastic team. khub bhalo, adipoli aayirunnu",positive,0.5,malayalam,medium
Normal experience. Customer service was okay. Will see how it goes.,Normal interaction Customer service was sari tha Will see how it goes.,neutral,0.8,malayalam,high
Rude staff and completely unhelpful customer service. Disgusting.,"Rude staff and completely unhelpful customer service. Disgusting. cheriya quality, baje quality",negative,0.5,hindi,medium
Nice one! Delivered the wrong product and now ignoring my calls.,"nallatalla, bakwaas product, nahi chalega, nice one! delivered the wrong item and now ignoring my calls.",sarcastic,0.8,bengali,high
"Super quick delivery, great quality. Will definitely order again.","Superb quality. will ekdom perfect order again., super quick delivery",positive,0.8,tamil,high
Totally worth waiting two months for this absolutely brilliant product.,"Totally worth waiting two months for this absolutely brilliant order mosham aanu, bahut bura experience, waste panra",sarcastic,0.8,tamil,high
Totally worth waiting two months for this absolutely brilliant product.,Totally worth waiting two months for this absolutely brilliant product.,sarcastic,0.8,malayalam,high
The food was absolutely delicious and the service was very fast.,"How wonderful, the food was absolutely delicious and the service was very fast",sarcastic,0.5,malayalam,injected_sarcasm
Product looks decent. Nothing extraordinary but does the job.,Product looks decent. Nothing extraordinary but does the job.,neutral,0.8,bengali,high
Complete fraud. Product is nothing like the advertisement shows.,Complete fraud. Product is nothing like the advertisement shows.,negative,0.5,malayalam,medium
Delivery was fast and packaging was perfect. Thank you!,Delivery was fast and oshadharon service packaging was perfect. Thank you!,positive,0.8,malayalam,high
Product exceeded my expectations. Absolutely perfect!,"Fantastic, product exceeded my avarude seva moshamaanu expectations. absolutely perfect oh sure.",sarcastic,0.5,tamil,injected_sarcasm
"Oh wow, amazing that my order arrived one month late. Great job!","Oh wow, amazing that dhoka diya order arrived one month late. Great job!",sarcastic,0.2,hindi,low
Complete fraud. Product is nothing like the advertisement shows.,Complete fraud. Product is nothing like the advertisement shows. khub dukkhojonok,negative,0.2,hindi,low
"Super quick delivery, great quality. Will definitely order again.","Super quick delivery, great caliber Will definitely order again.",positive,0.2,hindi,low
"Oh wow, amazing that my order arrived one month late. Great job!","Oh wow, incredible that my order arrived one month late. Great job! nallatalla",sarcastic,0.2,malayalam,low
Order arrived. Product is as described. Average quality overall.,Order arrived. Product is as described. Average quality overall.,neutral,0.5,hindi,medium
"Food was cold, stale, and portion sizes are absolutely tiny.","Food was cold, stale, and portion sizes are absolutely tiny.",negative,0.2,tamil,low
"Average experience. Some things good, some things could be better.","Average encounter Some things good, mota muti bhalo some things could be better.",neutral,0.8,bengali,high
Delivery was fast and packaging was perfect. Thank you!,Delivery was fast and packaging paavam was perfect. Thank you ...definitely NOT.,sarcastic,0.5,tamil,injected_sarcasm
Extremely overpriced for such pathetic quality. Do not buy.,Extremely overpriced for such amader theke ekhane pathetic quality. Do not buy.,negative,0.8,bengali,high
"Food was cold, stale, and portion sizes are absolutely tiny.","Food was cold, stale, and portion sizes are absolutely tiny.",negative,0.2,hindi,low
Product is defective right out of the box. Very disappointing.,Product is defective right out bekaar hai of the box. Very disappointing.,negative,0.8,bengali,high
The app is functional. Basic features work. Nothing impressive.,The app is functional. Basic ithu epadi aanu theriyilla work. Nothing impressive.,neutral,0.5,bengali,medium
Normal experience. Customer service was okay. Will see how it goes.,Normal experience. Customer service was okay. Will see how it goes.,neutral,0.5,tamil,medium
Incredible service! Cancelled my order without any notice whatsoever.,"bekaar hai, theriyama panrom, incredible help cancelled my order without any notice whatsoever.",sarcastic,0.5,malayalam,medium
Incredible service! Cancelled my order without any notice whatsoever.,"Incredible assistance Cancelled my order without any notice whatsoever. bahut bura experience, bekar service, illa da seri",sarcastic,0.8,hindi,high
Complete fraud. Product is nothing like the advertisement shows.,Complete fraud. Product is khub dukkhojonok nothing like the advertisement shows.,negative,0.8,tamil,high
Excellent value for money. Premium quality at affordable price.,"Fantastic, excellent value for money. premium quality at affordable price Totally worth it! 🙄",sarcastic,0.5,hindi,injected_sarcasm
"Super quick delivery, great quality. Will definitely order again.","Sure, super quick delivery, great quality. will definitely order again",sarcastic,0.5,hindi,injected_sarcasm
Product exceeded my expectations. Absolutely perfect!,"Item exceeded my expectations. Absolutely perfect! ipdi irukanum, adipoli aayirunnu",positive,0.5,hindi,medium
"Oh wow, amazing that my order arrived one month late. Great job!","Oh wow, incredible that my order arrived one month late. Outstanding job!",sarcastic,0.2,bengali,low
Best customer experience I have had in years! Amazing team.,Love how best customer experience i have had in years! amazing team,sarcastic,0.5,hindi,injected_sarcasm
"The app crashes constantly, very buggy and frustrating to use.","Very buggy and frustrating to use., the app crashes constantly",negative,0.5,malayalam,medium
Outstanding customer support. They resolved my issue instantly.,Outstanding customer support. They resolved my issue instantly.,positive,0.8,malayalam,high
Missing items in my order and no response from support. Horrible.,"Missing items in my order and no response from support. Horrible. ganda quality, bekaar hai, enna da idhu",negative,0.8,bengali,high
"Thank you team, you made my day! Best purchase ever.","Thank you team, you made my day! Best purchase ever.",positive,0.5,hindi,medium
The food was absolutely delicious and the service was very fast.,"The food was absolutely delicious and the support was very fast. super aayirunnu, super ah iruku",positive,0.5,malayalam,medium
Missing items in my order and no response from support. Horrible.,Missing items in my order and no response from support. Horrible.,negative,0.8,malayalam,high
Missing items in my order and no response from support. Horrible.,Missing items in my order and no response bahut bura experience support. Horrible.,negative,0.8,tamil,high
Really happy with my purchase. Exactly as described!,"Really happy with my purchase. Exactly as described great job. 😑 bekar service, bekar service, cheriya quality",sarcastic,0.5,hindi,injected_sarcasm
Total scam! Paid for express delivery but it arrived late.,Total scam! Paid for express delivery but it arrived late.,negative,0.2,bengali,low
Love how they charge premium prices for such wonderful quality!,Cherish how they charge premium prices for such wonderful standard,sarcastic,0.5,malayalam,medium
"Oh really, so helpful of them to respond after one whole week!","Oh really, so helpful of them to respond after one whole week!",sarcastic,0.2,hindi,low
It is fine for the price. Not the best but acceptable quality.,It is normal ah iruku for the price. Not the best but acceptable quality.,neutral,0.8,tamil,high
"Oh wow, amazing that my order arrived one month late. Great job!","Oh wow, phenomenal that my order arrived one month late. Great job!",sarcastic,0.5,hindi,medium
Normal experience. Customer service was okay. Will see how it goes.,Normal visit Customer service was sari aanu okay. Will see how it goes.,neutral,0.8,bengali,high
The quality is premium and totally worth the price.,The quality njan happy aanu premium and totally worth the price.,positive,0.8,hindi,high
"Oh really, so helpful of them to respond after one whole week!","So helpful of them to respond after one whole week!, oh really",sarcastic,0.2,bengali,low
"Just tried their new product and it is fantastic, love it!","kollam, kollam aayirunnu, kollam, adore it!, just tried their new package and it is fantastic",positive,0.8,hindi,high
Rude staff and completely unhelpful customer service. Disgusting.,Rude staff and completely unhelpful customer service. Disgusting.,negative,0.2,bengali,low
Order arrived. Product is as described. Average quality overall.,Order arrived. Order sari aanu as described. Average caliber overall.,neutral,0.8,hindi,high
"Oh really, so helpful of them to respond after one whole week!","Oh really, so helpful of them to respond after one whole week!",sarcastic,0.8,hindi,high
"Yeah sure, best customer support ever. Only waited three hours!",Best customer support ever. only waited three illa da seri yeah sure,sarcastic,0.8,tamil,high
Product looks decent. Nothing extraordinary but does the job.,"Product looks decent. Nothing extraordinary but does the job. seri da, theek hai, dekhte hai",neutral,0.8,bengali,high
"Never buying again, total waste of money. Worst experience.","Never buying again, total waste of cheriya quality Worst experience.",negative,0.5,bengali,medium
Extremely overpriced for such pathetic quality. Do not buy.,Extremely overpriced for such nosto product pathetic quality. Do not buy.,negative,0.8,malayalam,high
Rude staff and completely unhelpful customer service. Disgusting.,Rude staff and completely unhelpful customer service. Disgusting. nosto product,negative,0.2,malayalam,low
Normal experience. Customer service was okay. Will see how it goes.,Normal experience. thik thak hai service was okay. Will see how it goes.,neutral,0.8,tamil,high
"The app crashes constantly, very buggy and frustrating to use.","The app crashes constantly, very buggy and frustrating to use.",negative,0.2,hindi,low
Waited three weeks and received the wrong item. Refund please!,"Waited three weeks and received the wrong item. Refund please! mosham aanu, nosto product, prashnam undu",negative,0.8,tamil,high
Excellent value for money. Premium quality at affordable price.,"Excellent value for money. Premium quality at affordable price. epadi irundhalum nalla, adipoli aayirunnu",positive,0.5,hindi,medium
Normal experience. Customer service was okay. Will see how it goes.,Normal interaction Customer service was okay. Will see how it goes.,neutral,0.2,malayalam,low
"Food was cold, stale, and portion sizes are absolutely tiny.","Food was cold, stale, bahut kharab portion sizes are absolutely tiny.",negative,0.8,hindi,high
Extremely overpriced for such pathetic quality. Do not buy.,Extremely overpriced for such pathetic quality. Do not buy.,negative,0.2,malayalam,low
Really happy with my purchase. Exactly as described!,Really happy with my ipdi irukanum purchase. Exactly as described!,positive,0.8,tamil,high
It is fine for the price. Not the best but acceptable quality.,It is fine for the price. Not the best but acceptable caliber,neutral,0.5,malayalam,medium
The food was terrible and the service was incredibly slow.,"theriyama panrom, the food was terrible and the assistance was incredibly slow.",negative,0.2,bengali,low
Outstanding customer support. They resolved my issue instantly.,"Outstanding customer support. They resolved my issue instantly. njan happy aanu, sundor packaging, mela trust",positive,0.8,bengali,high
Quality is okay but the price is a bit high for what you get.,Quality is okay but the price is a bit high for what you get.,neutral,0.2,hindi,low
"Average experience. Some things good, some things could be better.","Some things could be better., paakalam average experience. some things good",neutral,0.8,bengali,high
"I absolutely love this new product, it is amazing quality!",I absolutely love this new package it is phenomenal quality!,positive,0.5,tamil,medium
The food was absolutely delicious and the service was very fast.,The food was absolutely delicious darun product and the service was very fast.,positive,0.2,malayalam,low
"Terrible quality, broke within two days. Completely disappointed.","Terrible quality, broke within romba mosam two days. Completely disappointed.",negative,0.2,bengali,low
"Average experience. Some things good, some things could be better.","kuch khas nahi, okay ache, idhu epadi iruku theriyala, average experience. some things good, some things could be better.",neutral,0.8,hindi,high
"Wow, what a brilliant idea to increase the price by 50 percent!","Wow, what a brilliant idea to increase the price by 50 percent!",sarcastic,0.5,tamil,medium
How wonderful that their helpline goes straight to voicemail always!,"bekaar hai, nallatalla, illa da seri, how wonderful that their helpline goes straight to voicemail always!",sarcastic,0.8,tamil,high
The food was terrible and the service was incredibly slow.,The food was ghastly and the service romba mosam incredibly slow.,negative,0.8,tamil,high
Really happy with my purchase. Exactly as described!,"zabardast quality, super ah iruku, khub bhalo, really happy with my purchase. exactly as described!",positive,0.8,malayalam,high
"The app crashes constantly, very buggy and frustrating to use.","The app crashes constantly, very buggy and frustrating to use.",negative,0.2,malayalam,low
Delivery was fast and packaging was perfect. Thank you!,Delivery was swift and packaging was perfect. Thank you!,positive,0.2,tamil,low
"Super quick delivery, great quality. Will definitely order again.",Super quick courier outstanding quality. Will definitely order again.,positive,0.5,tamil,medium
"Just tried their new product and it is fantastic, love it!","Love it!, just tried their new product and it is fantastic",positive,0.2,malayalam,low
"Food was cold, stale, and portion sizes are absolutely tiny.","Food was cold, stale, and portion waste panra are absolutely tiny.",negative,0.8,malayalam,high
Quality is okay but the price is a bit high for what you get.,Caliber is okay but the price is normal ah iruku a bit high for what you get.,neutral,0.5,tamil,medium
Extremely overpriced for such pathetic quality. Do not buy.,Extremely overpriced for such pathetic build Do not buy.,negative,0.5,bengali,medium
Total scam! Paid for express delivery but it arrived late.,"Total scam! Paid for express shipping but it arrived late. khub kharap, nallatalla, khub kharap",negative,0.8,tamil,high
"Never buying again, total waste of money. Worst experience.","Never buying again, total waste of nahi chalega Worst visit",negative,0.8,malayalam,high
So great that their premium product broke on the very first use!,So great that their premium product broke on the very first use! enna da idhu,sarcastic,0.2,tamil,low
Quality is okay but the price is a bit high for what you get.,Grade is okay but the dekhte hai is a bit high for what you get.,neutral,0.5,tamil,medium
It is fine for the price. Not the best but acceptable quality.,"sari aanu, seri da, sari tha, it is fine for the price. not the best but acceptable quality.",neutral,0.8,hindi,high
"The app crashes constantly, very buggy and frustrating to use.","byartho experience, prashnam undu, enna da idhu, the app crashes constantly, very buggy and frustrating to use.",negative,0.8,tamil,high
Really happy with my purchase. Exactly as described!,Really happy with my bahut badhiya purchase. Exactly as described!,positive,0.8,hindi,high
Outstanding customer support. They resolved my issue instantly.,"Outstanding customer support. They resolved my issue instantly. khub bhalo, mast hai, onek valo",positive,0.8,tamil,high
So great that their premium product broke on the very first use!,So excellent that their premium package broke on the nallatalla first use!,sarcastic,0.8,hindi,high
"Super quick delivery, great quality. Will definitely order again.","Super quick delivery, superb quality. Will definitely order again.",positive,0.2,malayalam,low
It is fine for the price. Not the best but acceptable quality.,It is fine for the price. Not the best but acceptable quality.,neutral,0.2,tamil,low
"The app crashes constantly, very buggy and frustrating to use.","Very buggy and frustrating to use., the app crashes constantly",negative,0.2,malayalam,low
"Yeah sure, best customer support ever. Only waited three hours!","Best customer support ever. only waited three hours!, yeah sure prashnam undu",sarcastic,0.2,malayalam,low
Quality is okay but the price is a bit high for what you get.,Standard is okay but the price is a bit high for what you get.,neutral,0.5,bengali,medium
Nice one! Delivered the wrong product and now ignoring my calls.,Nice one! moshamayi the wrong product and now ignoring my calls.,sarcastic,0.8,tamil,high
Totally worth waiting two months for this absolutely brilliant product.,Totally ganda quality waiting two months for this absolutely brilliant product.,sarcastic,0.8,malayalam,high
"Terrible quality, broke within two days. Completely disappointed.","bahut kharab, bayangara problem, illa da seri, dreadful caliber broke within two days. completely disappointed.",negative,0.8,hindi,high
The food was absolutely delicious and the service was very fast.,The food was absolutely delicious anbudan and the service was very rapid,positive,0.5,malayalam,medium
"As if the price hike was not enough, now they reduced quality too!","As if the price hike was not enough, now they reduced grade too!",sarcastic,0.2,bengali,low
The food was absolutely delicious and the service was very fast.,The food was absolutely delicious and the service was very fast Totally worth it! 🙄,sarcastic,0.5,hindi,injected_sarcasm
The food was absolutely delicious and the service was very fast.,"The food was absolutely delicious and the service was very fast. bilkul sahi hai, bilkul sahi hai",positive,0.5,malayalam,medium
Really happy with my purchase. Exactly as described!,Really happy with my purchase. Exactly as described! bilkul sahi hai,positive,0.2,bengali,low
The app is functional. Basic features work. Nothing impressive.,The app is functional. Basic features work. Nothing impressive.,neutral,0.2,hindi,low
Really happy with my purchase. Exactly as described!,Really happy with my purchase. Exactly as described!,positive,0.5,hindi,medium
Nice one! Delivered the wrong product and now ignoring my calls.,Nice one! Delivered the wrong product and now ignoring my calls.,sarcastic,0.8,bengali,high
Complete fraud. Product is nothing like the advertisement shows.,Complete khub dukkhojonok Package is nothing like the advertisement shows.,negative,0.8,malayalam,high
Total scam! Paid for express delivery but it arrived late.,Total scam! Paid for express delivery but it arrived late.,negative,0.2,tamil,low
Outstanding customer support. They resolved my issue instantly.,"darun product, bilkul sahi hai, outstanding customer support. they resolved my issue instantly.",positive,0.5,bengali,medium
"Yeah sure, best customer support ever. Only waited three hours!","Best customer support bahut kharab only waited three hours!, yeah sure",sarcastic,0.8,malayalam,high
Worst delivery experience. Package lost and nobody is helping.,Worst courier experience. Package lost and nobody is helping.,negative,0.2,bengali,low
Missing items in my order and no response from support. Horrible.,Missing items in my order nahi chalega and no response from support. Horrible.,negative,0.8,malayalam,high
Waited three weeks and received the wrong item. Refund please!,"ningal cheythath shari alla, mosham aanu, dhoka diya, waited three weeks and received the wrong item. refund please!",negative,0.8,hindi,high
Extremely overpriced for such pathetic quality. Do not buy.,Extremely overpriced for such paavam pathetic quality. Do not buy.,negative,0.2,hindi,low
"Just tried their new product and it is fantastic, love it!","Just tried their new product and it is fantastic, love it! khub satisfied, oshadharon service",positive,0.5,malayalam,medium
Nice one! Delivered the wrong product and now ignoring my calls.,"prashnam undu, avarude seva moshamaanu, nahi chalega, nice one! delivered the wrong product and now ignoring my calls.",sarcastic,0.8,malayalam,high
So great that their premium product broke on the very first use!,So outstanding that their premium item broke on the very first use!,sarcastic,0.5,malayalam,medium
"Wow, what a brilliant idea to increase the price by 50 percent!","romba mosam, bayangara problem, wow, what a brilliant idea to increase the price by 50 percent!",sarcastic,0.5,malayalam,medium
Complete fraud. Product is nothing like the advertisement shows.,Complete fraud. Product is nothing like the advertisement shows.,negative,0.5,bengali,medium
Mind blowing that they call this five star service honestly.,Mind blowing that they call this five star service honestly.,sarcastic,0.5,malayalam,medium
Product looks decent. Nothing extraordinary but does the job.,Product looks decent. Nothing extraordinary but does the job.,neutral,0.5,malayalam,medium
Order arrived. Product is as described. Average quality overall.,Order arrived. Product is as described. Average standard overall.,neutral,0.5,tamil,medium
Total scam! Paid for express delivery but it arrived late.,"Total scam! Paid for express delivery but it arrived late. bayangara problem, dhoka diya, nosto product",negative,0.8,malayalam,high
Order arrived. Product is as described. Average quality overall.,"seri da, theek hai, order arrived. product is as described. average quality overall.",neutral,0.5,hindi,medium
Product arrived damaged and customer support is completely useless.,"amader theke ekhane, emon service hole cholena, cheriya quality, product arrived damaged and customer support is completely useless.",negative,0.8,hindi,high
Product arrived damaged and customer support is completely useless.,Product arrived damaged and customer support is completely useless.,negative,0.2,bengali,low
Product exceeded my expectations. Absolutely perfect!,Order exceeded my khub bhalo expectations. Absolutely perfect!,positive,0.2,hindi,low
Extremely overpriced for such pathetic quality. Do not buy.,Extremely overpriced emon service hole cholena such pathetic quality. Do not buy.,negative,0.8,malayalam,high
"I absolutely love this new product, it is amazing quality!","It is amazing quality!, i bahut accha hai absolutely love this new product",positive,0.8,hindi,high
Extremely overpriced for such pathetic quality. Do not buy.,Extremely overpriced for such pathetic quality. Do not buy.,negative,0.2,bengali,low
Totally worth waiting two months for this absolutely brilliant product.,"Totally worth waiting two months for this absolutely brilliant order bahut kharab, paavam, paavam",sarcastic,0.8,bengali,high
Mind blowing that they call this five star service honestly.,"Mind blowing that they call this five star team honestly. mosham aanu, paavam, cheriya quality",sarcastic,0.8,malayalam,high
Delivery was fast and packaging was perfect. Thank you!,Logistics was fast and packaging was perfect. Thank you!,positive,0.8,bengali,high
The app works flawlessly. Beautiful design and very intuitive.,The app works flawlessly. Beautiful design and very intuitive.,positive,0.5,tamil,medium
Outstanding customer support. They resolved my issue instantly.,Outstanding ekdom perfect support. They resolved my issue instantly.,positive,0.8,hindi,high
Complete fraud. Product is nothing like the advertisement shows.,Complete fraud. Package is nothing like the advertisement shows.,negative,0.2,malayalam,low
"Yeah sure, best customer support ever. Only waited three hours!","Best customer support ever. only waited three hours!, yeah sure ningal cheythath shari alla, bekar service, moshamayi",sarcastic,0.8,malayalam,high
The app works flawlessly. Beautiful design and very intuitive.,"Great news, the app works flawlessly. ganda quality design and very intuitive",sarcastic,0.5,bengali,injected_sarcasm
"Delivery was on time. The product is alright, nothing special.","Nothing special., courier was on time. the order is alright",neutral,0.2,malayalam,low
"Delivery was on time. The product is alright, nothing special.","Delivery was on time. The package is alright, nothing special.",neutral,0.2,hindi,low
Love how they charge premium prices for such wonderful quality!,Love how they charge premium prices for such wonderful standard,sarcastic,0.2,hindi,low
"Oh wow, amazing that my order arrived one month late. Great job!","Oh wow, amazing that my order arrived one month late. Great job!",sarcastic,0.2,tamil,low
Product exceeded my expectations. Absolutely perfect!,Product exceeded my expectations. Absolutely perfect!,positive,0.2,bengali,low
Totally worth waiting two months for this absolutely brilliant product.,Totally worth waiting two months paavam for this absolutely brilliant purchase,sarcastic,0.2,bengali,low
Waited three weeks and received the wrong item. Refund please!,"Waited three weeks and received the wrong item. Refund please! amader theke ekhane, avarude seva moshamaanu, illa da seri",negative,0.8,tamil,high
So great that their premium product broke on the very first use!,So great that their premium product broke on the very first use!,sarcastic,0.5,hindi,medium
Excellent value for money. Premium quality at affordable price.,Excellent value for money. darun product Premium build at affordable price.,positive,0.2,bengali,low
"Just tried their new product and it is fantastic, love it!","Just tried their new product and it is fantastic, love it oh sure.",sarcastic,0.5,bengali,injected_sarcasm
"Oh wow, amazing that my order arrived one month late. Great job!","Oh wow, extraordinary that my order arrived one month late. Brilliant job!",sarcastic,0.8,malayalam,high
Nice one! Delivered the wrong product and now ignoring my calls.,Nice one! Delivered the wrong product and now ignoring my calls. bekar service,sarcastic,0.2,malayalam,low
"Never buying again, total waste of money. Worst experience.","Never buying again, cheriya quality waste of money. Worst interaction",negative,0.8,tamil,high
So great that their premium product broke on the very first use!,So excellent that their premium product broke on the very first use!,sarcastic,0.5,hindi,medium
"The app crashes constantly, very buggy and frustrating to use.","The app crashes constantly, very buggy and frustrating to use.",negative,0.5,hindi,medium
Product arrived damaged and customer support is completely useless.,"illa da seri, ketta service, product arrived damaged and customer support is completely useless.",negative,0.5,tamil,medium
The quality is premium and totally worth the price.,The standard is premium and totally worth the price.,positive,0.2,hindi,low
"I absolutely love this new product, it is amazing quality!","I absolutely valare nalla aanu this new product, it is amazing build",positive,0.8,malayalam,high
"Yeah sure, best customer support ever. Only waited three hours!","Best customer support ever. only dhoka diya waited three hours!, yeah sure",sarcastic,0.8,bengali,high
"Average experience. Some things good, some things could be better.","Some things could be better., average visit some things good",neutral,0.5,bengali,medium
Delivery was fast and packaging was perfect. Thank you!,Delivery was quick and packaging was perfect. Thank you!,positive,0.5,bengali,medium
Mind blowing that they call this five star service honestly.,"bayangara problem, paavam, mind blowing that they call this five star service honestly.",sarcastic,0.5,hindi,medium
"Terrible quality, broke within two days. Completely disappointed.",Terrible build broke bayangara problem two days. Completely disappointed.,negative,0.8,malayalam,high
Order arrived. Product is as described. Average quality overall.,"thik ache, sari tha, avanumithu poyallo, order arrived. order is as described. average quality overall.",neutral,0.8,tamil,high
"As if the price hike was not enough, now they reduced quality too!","As if the price hike was not enough, now they reduced standard too!",sarcastic,0.2,hindi,low
Extremely overpriced for such pathetic quality. Do not buy.,Extremely overpriced for such pathetic quality. Do not buy.,negative,0.2,hindi,low
Extremely overpriced for such pathetic quality. Do not buy.,Extremely overpriced for such pathetic standard Do not buy.,negative,0.2,malayalam,low
Received on time and condition was perfect. Highly recommend!,"bhalo laglo, received on time and condition was perfect. highly recommend!",positive,0.2,tamil,low
Normal experience. Customer service was okay. Will see how it goes.,Normal experience. Customer service was okay. Will see how it goes.,neutral,0.2,bengali,low
Totally worth waiting two months for this absolutely brilliant product.,Totally worth waiting two months for this absolutely brilliant package,sarcastic,0.5,hindi,medium
"Wow, what a brilliant idea to increase the price by 50 percent!","Wow, what a brilliant idea to increase the price by 50 percent!",sarcastic,0.5,hindi,medium
The app works flawlessly. Beautiful design and very intuitive.,"prashnam undu, bahut bura experience, the app works flawlessly. beautiful design and very intuitive as if that is acceptable.",sarcastic,0.5,tamil,injected_sarcasm
Best customer experience I have had in years! Amazing team.,"Best customer visit I have had in years! Amazing team. sema product, super aayirunnu, darun product",positive,0.8,malayalam,high
"Thank you team, you made my day! Best purchase ever.","Oh of course, thank you team, you made my day! best purchase ever great job. 😑",sarcastic,0.5,hindi,injected_sarcasm
"The app crashes constantly, very buggy and frustrating to use.","avarude seva moshamaanu, cheriya quality, the app crashes constantly, very buggy and frustrating to use.",negative,0.5,bengali,medium
The food was terrible and the service was incredibly slow.,The food was terrible and khub dukkhojonok the support was incredibly delayed,negative,0.5,hindi,medium
"Just tried their new product and it is fantastic, love it!","Just tried their new product and it is fantastic, love it! khub satisfied, valare nalla aanu, onek valo",positive,0.8,tamil,high
Waited three weeks and received the wrong item. Refund please!,Waited three weeks and received moshamayi the wrong item. Refund please!,negative,0.2,tamil,low
The app is functional. Basic features work. Nothing impressive.,The app is functional. Basic features work. Nothing impressive.,neutral,0.5,tamil,medium
Excellent value for money. Premium quality at affordable price.,"Excellent value for money. Premium caliber at affordable price. valare nalla aanu, adipoli aayirunnu, khub bhalo",positive,0.8,malayalam,high
The food was absolutely delicious and the service was very fast.,"The food was absolutely delicious and the service was very fast great job. 😑 nallatalla, enna da idhu, bakwaas product",sarcastic,0.5,tamil,injected_sarcasm
Best customer experience I have had in years! Amazing team.,Best customer experience I have had prashnam undu years! Amazing team as if that is acceptable.,sarcastic,0.5,malayalam,injected_sarcasm
Product exceeded my expectations. Absolutely perfect!,Product exceeded my expectations. Absolutely perfect!,positive,0.2,bengali,low
Missing items in my order and no response from support. Horrible.,Missing items in my order and no response from support. Horrible.,negative,0.5,tamil,medium
"Never buying again, total waste of money. Worst experience.","Never buying again, total waste of money. Worst experience.",negative,0.5,bengali,medium
"As if the price hike was not enough, now they reduced quality too!","As if the price hike was not enough, now ganda quality reduced quality too!",sarcastic,0.8,bengali,high
"Thank you team, you made my day! Best purchase ever.","Thank you team, you made my day! Best purchase ever.",positive,0.2,bengali,low
Extremely overpriced for such pathetic quality. Do not buy.,Extremely overpriced for such pathetic quality. Do not buy.,negative,0.2,malayalam,low
Mind blowing that they call this five star service honestly.,Mind blowing that they call this five star help honestly.,sarcastic,0.2,hindi,low
Delivery was fast and packaging was perfect. Thank you!,Delivery was speedy and packaging was perfect. Thank you!,positive,0.2,malayalam,low
Worst delivery experience. Package lost and nobody is helping.,Worst illa da seri visit Package lost and nobody is helping.,negative,0.8,hindi,high
Love how they charge premium prices for such wonderful quality!,Love how they charge premium prices for such wonderful quality!,sarcastic,0.2,malayalam,low
"I absolutely love this new product, it is amazing quality!","I absolutely love this new product, it is amazing quality! adipoli aayirunnu, valare nalla aanu",positive,0.5,tamil,medium
Rude staff and completely unhelpful customer service. Disgusting.,"moshamayi, mosham aanu, rude staff and completely unhelpful customer service. disgusting.",negative,0.5,hindi,medium
Extremely overpriced for such pathetic quality. Do not buy.,Extremely overpriced for such pathetic quality. Do not buy.,negative,0.2,tamil,low
The app works flawlessly. Beautiful design and very intuitive.,The app works flawlessly. Beautiful design and very intuitive.,positive,0.5,bengali,medium
"Delivery was on time. The product is alright, nothing special.","Nothing special., delivery was on okay aanu time. the package is alright",neutral,0.2,bengali,low
"Just tried their new product and it is fantastic, love it!","Just tried their new product ente mone super and it is fantastic, love it!",positive,0.8,tamil,high
Waited three weeks and received the wrong item. Refund please!,Waited three weeks and received khub dukkhojonok wrong item. Refund please!,negative,0.5,hindi,medium
